Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-5g79,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer,Congruency,Practice
33,1715075506752,07/05/2024 09:51:46,1715075513133,2,07/05/2024 11:51:53,143617,34,task-vqb9,,37516899,jbug1,9856764,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1920x1080,1920x947,,,,Stroop Task,7,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,17,1,1,Screen 1,button,continue_button,4511,,,,,0,1,0,,,,,,Score,,,,
34,1715075515273,07/05/2024 09:51:55,1715075521682,2,07/05/2024 11:52:01,143617,34,task-vqb9,,37516899,jbug1,9856764,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1920x1080,1920x947,,,,Stroop Task,7,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,18,1,1,Screen 1,advancementZone,continue_button,8539,,,,,0,1,0,,,,,,Ready.0,,,,
35,1715075515781,07/05/2024 09:51:55,1715075522182,2,07/05/2024 11:52:02,143617,34,task-vqb9,,37516899,jbug1,9856764,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1920x1080,1920x947,,,,Stroop Task,7,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,35,1,1,Screen 1,fixation,fixation,499.9800000000105,,,,,0,1,0,,,,,1,Trials,GREENblue.jpg,green,0,0
36,1715075516923,07/05/2024 09:51:56,1715075523311,2,07/05/2024 11:52:03,143617,34,task-vqb9,,37516899,jbug1,9856764,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1920x1080,1920x947,,,,Stroop Task,7,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,35,1,2,Screen 2,buttonb,response_keyboard,1119,,,green,1,1,0,0,,,,,1,Trials,GREENblue.jpg,green,0,0
37,1715075517407,07/05/2024 09:51:57,1715075523807,2,07/05/2024 11:52:03,143617,34,task-vqb9,,37516899,jbug1,9856764,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1920x1080,1920x947,,,,Stroop Task,7,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,107,2,1,Screen 1,fixation,fixation,499.9800000000105,,,,,0,1,0,,,,,1,Trials,GREENgreen.jpg,green,1,0
38,1715075517838,07/05/2024 09:51:57,1715075524240,2,07/05/2024 11:52:04,143617,34,task-vqb9,,37516899,jbug1,9856764,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1920x1080,1920x947,,,,Stroop Task,7,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,107,2,2,Screen 2,buttonb,response_keyboard,422,,,green,1,1,0,0,,,,,1,Trials,GREENgreen.jpg,green,1,0
39,1715075518354,07/05/2024 09:51:58,1715075524733,2,07/05/2024 11:52:04,143617,34,task-vqb9,,37516899,jbug1,9856764,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1920x1080,1920x947,,,,Stroop Task,7,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,71,3,1,Screen 1,fixation,fixation,499.9799999999959,,,,,0,1,0,,,,,1,Trials,GREENred.jpg,green,0,0
40,1715075518796,07/05/2024 09:51:58,1715075525185,2,07/05/2024 11:52:05,143617,34,task-vqb9,,37516899,jbug1,9856764,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1920x1080,1920x947,,,,Stroop Task,7,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,71,3,2,Screen 2,buttonb,response_keyboard,443,,,green,1,1,0,0,,,,,1,Trials,GREENred.jpg,green,0,0
41,1715075519281,07/05/2024 09:51:59,1715075525683,2,07/05/2024 11:52:05,143617,34,task-vqb9,,37516899,jbug1,9856764,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1920x1080,1920x947,,,,Stroop Task,7,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,83,4,1,Screen 1,fixation,fixation,499.9800000000105,,,,,0,1,0,,,,,1,Trials,BLUEblue.jpg,blue,1,0
42,1715075519788,07/05/2024 09:51:59,1715075526192,2,07/05/2024 11:52:06,143617,34,task-vqb9,,37516899,jbug1,9856764,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1920x1080,1920x947,,,,Stroop Task,7,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,83,4,2,Screen 2,buttonb,response_keyboard,502,,,blue,1,1,0,0,,,,,1,Trials,BLUEblue.jpg,blue,1,0
43,1715075520284,07/05/2024 09:52:00,1715075526683,2,07/05/2024 11:52:06,143617,34,task-vqb9,,37516899,jbug1,9856764,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1920x1080,1920x947,,,,Stroop Task,7,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,29,5,1,Screen 1,fixation,fixation,501.72000000000116,,,,,0,1,0,,,,,1,Trials,YELLOWred.jpg,yellow,0,0
44,1715075520867,07/05/2024 09:52:00,1715075527260,2,07/05/2024 11:52:07,143617,34,task-vqb9,,37516899,jbug1,9856764,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1920x1080,1920x947,,,,Stroop Task,7,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,29,5,2,Screen 2,buttona,response_keyboard,567,,,yellow,1,1,0,0,,,,,1,Trials,YELLOWred.jpg,yellow,0,0
45,1715075521374,07/05/2024 09:52:01,1715075527758,2,07/05/2024 11:52:07,143617,34,task-vqb9,,37516899,jbug1,9856764,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1920x1080,1920x947,,,,Stroop Task,7,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,70,6,1,Screen 1,fixation,fixation,499.9800000000105,,,,,0,1,0,,,,,1,Trials,BLUEblue.jpg,blue,0,0
46,1715075521960,07/05/2024 09:52:01,1715075528351,2,07/05/2024 11:52:08,143617,34,task-vqb9,,37516899,jbug1,9856764,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1920x1080,1920x947,,,,Stroop Task,7,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,70,6,2,Screen 2,buttonb,response_keyboard,584,,,blue,1,1,0,0,,,,,1,Trials,BLUEblue.jpg,blue,0,0
47,1715075522453,07/05/2024 09:52:02,1715075528842,2,07/05/2024 11:52:08,143617,34,task-vqb9,,37516899,jbug1,9856764,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1920x1080,1920x947,,,,Stroop Task,7,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,41,7,1,Screen 1,fixation,fixation,499.9799999999959,,,,,0,1,0,,,,,1,Trials,GREENgreen.jpg,green,1,0
48,1715075522967,07/05/2024 09:52:02,1715075529374,2,07/05/2024 11:52:09,143617,34,task-vqb9,,37516899,jbug1,9856764,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1920x1080,1920x947,,,,Stroop Task,7,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,41,7,2,Screen 2,buttonb,response_keyboard,522,,,green,1,1,0,0,,,,,1,Trials,GREENgreen.jpg,green,1,0
49,1715075523462,07/05/2024 09:52:03,1715075529867,2,07/05/2024 11:52:09,143617,34,task-vqb9,,37516899,jbug1,9856764,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1920x1080,1920x947,,,,Stroop Task,7,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,62,8,1,Screen 1,fixation,fixation,499.9799999999959,,,,,0,1,0,,,,,1,Trials,REDyellow.jpg,red,0,0
50,1715075523917,07/05/2024 09:52:03,1715075530319,2,07/05/2024 11:52:10,143617,34,task-vqb9,,37516899,jbug1,9856764,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1920x1080,1920x947,,,,Stroop Task,7,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,62,8,2,Screen 2,buttona,response_keyboard,443,,,red,1,1,0,0,,,,,1,Trials,REDyellow.jpg,red,0,0
51,1715075524414,07/05/2024 09:52:04,1715075530817,2,07/05/2024 11:52:10,143617,34,task-vqb9,,37516899,jbug1,9856764,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1920x1080,1920x947,,,,Stroop Task,7,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,27,9,1,Screen 1,fixation,fixation,499.9800000000105,,,,,0,1,0,,,,,1,Trials,YELLOWgreen.jpg,yellow,0,0
52,1715075524832,07/05/2024 09:52:04,1715075531230,2,07/05/2024 11:52:11,143617,34,task-vqb9,,37516899,jbug1,9856764,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1920x1080,1920x947,,,,Stroop Task,7,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,27,9,2,Screen 2,buttona,response_keyboard,404,,,yellow,1,1,0,0,,,,,1,Trials,YELLOWgreen.jpg,yellow,0,0
53,1715075525324,07/05/2024 09:52:05,1715075531725,2,07/05/2024 11:52:11,143617,34,task-vqb9,,37516899,jbug1,9856764,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1920x1080,1920x947,,,,Stroop Task,7,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,76,10,1,Screen 1,fixation,fixation,499.9799999999959,,,,,0,1,0,,,,,1,Trials,REDred.jpg,red,1,0
54,1715075525852,07/05/2024 09:52:05,1715075532255,2,07/05/2024 11:52:12,143617,34,task-vqb9,,37516899,jbug1,9856764,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1920x1080,1920x947,,,,Stroop Task,7,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,76,10,2,Screen 2,buttona,response_keyboard,521,,,red,1,1,0,0,,,,,1,Trials,REDred.jpg,red,1,0
55,1715075526348,07/05/2024 09:52:06,1715075532750,2,07/05/2024 11:52:12,143617,34,task-vqb9,,37516899,jbug1,9856764,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1920x1080,1920x947,,,,Stroop Task,7,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,100,11,1,Screen 1,fixation,fixation,499.9799999999959,,,,,0,1,0,,,,,1,Trials,BLUEred.jpg,blue,0,0
56,1715075526964,07/05/2024 09:52:06,1715075533341,2,07/05/2024 11:52:13,143617,34,task-vqb9,,37516899,jbug1,9856764,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1920x1080,1920x947,,,,Stroop Task,7,Stroop ,spreadsheet_stroop_100,spreadsheet_stroop_100,100,11,2,Screen 2,buttonb,response_keyboard,583,,,blue,1,1,0,0,,,,,1,Trials,BLUEred.jpg,blue,0,0
