Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-5g79,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer,Congruency,Practice
151,1713513384350,19/04/2024 07:56:24,1713513384280,-4,19/04/2024 03:56:24,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,118,59,1,Screen 1,fixation,fixation,499.79999999998836,,,,,0,1,0,,,,,1,Trials,REDred.jpg,red,1,0
152,1713513384944,19/04/2024 07:56:24,1713513384874,-4,19/04/2024 03:56:24,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,118,59,2,Screen 2,buttona,response_keyboard,586.8000000119209,,,red,1,1,0,0,,,,,1,Trials,REDred.jpg,red,1,0
153,1713513385440,19/04/2024 07:56:25,1713513385363,-4,19/04/2024 03:56:25,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,65,60,1,Screen 1,fixation,fixation,499.5,,,,,0,1,0,,,,,1,Trials,REDred.jpg,red,1,0
154,1713513385867,19/04/2024 07:56:25,1713513385793,-4,19/04/2024 03:56:25,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,65,60,2,Screen 2,buttona,response_keyboard,423.2999999523163,,,red,1,1,0,0,,,,,1,Trials,REDred.jpg,red,1,0
155,1713513386353,19/04/2024 07:56:26,1713513386280,-4,19/04/2024 03:56:26,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,46,61,1,Screen 1,fixation,fixation,500.29999999998836,,,,,0,1,0,,,,,1,Trials,BLUEred.jpg,blue,0,0
156,1713513387090,19/04/2024 07:56:27,1713513387025,-4,19/04/2024 03:56:27,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,46,61,2,Screen 2,buttonb,response_keyboard,736,,,blue,1,1,0,0,,,,,1,Trials,BLUEred.jpg,blue,0,0
157,1713513387580,19/04/2024 07:56:27,1713513387512,-4,19/04/2024 03:56:27,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,23,62,1,Screen 1,fixation,fixation,499.80000000001746,,,,,0,1,0,,,,,1,Trials,YELLOWgreen.jpg,yellow,0,0
158,1713513388308,19/04/2024 07:56:28,1713513388228,-4,19/04/2024 03:56:28,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,23,62,2,Screen 2,buttona,response_keyboard,711.5,,,yellow,1,1,0,0,,,,,1,Trials,YELLOWgreen.jpg,yellow,0,0
159,1713513388791,19/04/2024 07:56:28,1713513388720,-4,19/04/2024 03:56:28,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,41,63,1,Screen 1,fixation,fixation,499.79999999998836,,,,,0,1,0,,,,,1,Trials,GREENgreen.jpg,green,1,0
160,1713513389537,19/04/2024 07:56:29,1713513389463,-4,19/04/2024 03:56:29,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,41,63,2,Screen 2,buttonb,response_keyboard,734.8000000119209,,,green,1,1,0,0,,,,,1,Trials,GREENgreen.jpg,green,1,0
